subject,property,object,question
Q14783948,P364,Q1860,What language is spoken in the spirit of '45 
Q7812944,P27,Q252,what country gives nationality to toeti heraty
Q469184,P27,Q30,which country is linda scott from
Q4294075,P27,Q15180,What is Alexander Mindadze nationality?
Q929220,P495,Q142,what country is césar from
Q1189520,P196,Q2179,What asteroid group is 8986 kineyayasuyo a part of?
Q95008,R57,Q1740809,Name a film john carpenter has directed.
Q170294,R40,Q117174,"who is prince richard, duke of gloucester's father "
Q1215455,P495,Q27,what country does the playboys take place?
Q1400,R19,Q285938,which comic book writer was born in pennsylvania
Q4542795,P65,Q191684,where was (29170) 1990 oa3 discovered?
Q633631,R162,Q1755538,what's a film that brad grey produced
Q59249,P136,Q130232,What kind of netlfix film is hachi: a dog's tale?
Q63169,P20,Q2090,where did leonardo conti die
Q993444,P131,Q498024,"What county is rochester hills, michigan in?"
Q4928860,P407,Q188,Which language is the composition blue bayou in
Q739580,P404,Q208850,what gameplay modes are available on assassin's creed: bloodlines
Q2536351,P123,Q122741,who is the publisher for the game michael jackson's moonwalker?
Q991010,P131,Q488517,Which county is merritt island located in
Q1437214,R119,Q1347401,who was buried in forest lawn memorial park?
Q659367,P413,Q280658,What position does the football player Serhat Akin play?
Q727486,P20,Q15682,where did blas valera die
Q580561,P31,Q3863,is 25430 ericlarson an asteroid or a planet
Q2657890,P58,Q724796,who wrote the film jenifer 
Q1537132,P272,Q3739165,which company produced peter pan
Q1130403,P17,Q36,What country does wieprz run through
Q580703,P58,Q6833625,"who wrote them, robot"
Q7738870,P136,Q182015,what kind of book is the hard way?
Q711097,P31,Q3863,what category is (8107) 1995 br4 associated with 
Q4979343,P21,Q6581072,is francesca smith male or female
Q1062256,P404,Q208850,what type of game is colin mcrae rally
Q302970,P20,Q656,what city did vasily radlov die in
Q4911269,P106,Q19204627,What is Bill Wallace's profession?
Q3275502,P404,Q6895044,is madden nfl 2003 a multiplayer or single player game
Q639410,R138,Q709,what islands were named after john marshall
Q12002,P20,Q2841,In which Colombian city did alberto lleras camargo die
Q3074308,P20,Q1015874,Where did jason robards die?
Q456847,P17,Q836,In what country is shan state
Q1189009,P509,Q12152,How did dennis burkley die?
Q693256,R58,Q842306,which story did dick huemer contribute in
Q107761,P58,Q25161,Who wrote you only live twice
Q486588,P272,Q192557,which company produced shrek the third?
Q4975058,P264,Q4043197,Which label is julie roberts apart of
Q42406,R172,Q43144,Who is a politician of the english people?
Q329132,P136,Q8341,what type of music does steve bailey make
Q2370158,P20,Q8652,where is florida did suzanne keller die?
Q4610556,R106,Q6369472,Name a model (person).
Q1368789,P20,Q208609,Where did johannes pääsuke pass away?
Q2526255,R106,Q4495668,name a professional film director.
Q201330,R413,Q3869949,who is an Argentina goalkeeper
Q493125,R131,Q2669320,What's a mountain in montgomery county
Q36,R19,Q6874323,which cinematographer was born in poland
Q132537,P509,Q852423,How did robert oppenheimer die
Q328489,R344,Q637842,what film is dan lausten given credit as cinematographer?
Q503710,P136,Q3071,what kind of music does tim armstrong play
Q734398,P136,Q850412,what genre of music does older (album) belong to?
Q526518,P737,Q315132,Who was mihail sadoveanu influenced by
Q1753847,P136,Q57143,what kind of music is the album something wicked this way comes
Q191224,R272,Q218894,What is a popular film by walt disney pictures
Q1130690,P21,Q6581072,what is caiera's gender?
Q6792827,P106,Q33999,What is maurice argent's profession?
Q1778769,R19,Q3470001,"what person was born in winter haven, florida?"
Q200355,P19,Q60,Where was olivia wilde born
Q208850,R404,Q7602433,what is a game with single_player as its gameplay mode
Q2533337,P136,Q860626,what is the genre of heat
Q12136882,P495,Q142,what country produced the film two orphan vampires
Q582569,P364,Q188,Which language is the film to whom does the world belong? in
Q2841044,P413,Q462471,what position is amanda lassiter 
Q16193921,P27,Q30,Which nation is darren walker originally from?
Q366478,P27,Q30,is samuel roy mckelvie a citizen of the united states or australia
Q269210,P19,Q637246,where was  nautica thorn born
Q1814925,P136,Q842256,What genre is the film were the world mine?
Q930354,R123,Q189784,what is a game published by gt interactive
Q1277715,P136,Q37073,What type of music does east 17 create
Q490077,R131,Q1185011,"What is the name of a city located in cambria county, pennsylvania"
Q109871,R175,Q1511266,What is the name of a album produce by the anthrax band?
Q5240208,P21,Q6581097,What is the sex of david swift?
Q1494957,P21,Q6581097,What is the sex of gary sullivan
Q6242198,P27,Q34,what is the nationality of toni wilkens?
Q545186,P106,Q855091,what does dave edmunds do
Q481259,P27,Q30,Which country does daniel ridgway knight have nationality in
Q2297927,R136,Q506625,what are some titles of spy films
Q357041,P27,Q30,which country is charles w. morris from
Q229264,P20,Q90,"where in france did georges-louis leclerc, comte de buffon die?"
Q6774486,P27,Q30,Which nation is martha mattox from?
Q23564,R19,Q1262563,which siberian activist was born in podgorica
Q36834,R106,Q689539,which italian composer who performed baroque music?
Q1933869,P136,Q465978,What sort of music was recorded for godspeed on the devil's thunder
Q220376,P58,Q4500,who wrote the hancock (film)
Q1144055,P162,Q484779,who produced district 13: ultimatum
Q1962851,P495,Q38,Where was the passengers shot
Q494085,P86,Q975609,who is credited for the music in mash (film)
Q885677,P58,Q3257343,Who wrote the story of the film blue crush
Q273108,R106,Q693603,who is part of condottiere
Q905162,P20,Q6343,where did dido (queen of carthage) die?
Q754745,P86,Q471656,who did compose the music of irréversible
Q7251,P140,Q7066,What type of religion does alan turing believe in
Q207846,P171,Q690813,what is the higher classification of the organism king eider?
Q175097,P136,Q11366,Which genre of music is created by 3 doors down
Q230222,P106,Q10833314,What is mara santangelo's job?
Q2723541,P20,Q649,Where did mikhail vladimirsky die?
Q513982,P138,Q878516,"what is wise county, virginia named after"
Q13552171,P57,Q693016,who was the director of  the tv series episode sleepless
Q402913,R172,Q462082,Who is someone that is from the bengali people
Q584128,P21,Q6581097,What gender is f. paul wilson
Q1457450,P136,Q744038,What netflix genre is the film the john cena experience
Q1824955,P27,Q16,what north american country is lili francks from
Q1195271,P65,Q191684,What was the discovery site for 8980 heliaca
Q2608996,P21,Q6581072,What gender is saeko shimazu
Q4526560,P21,Q6581097,What is maxim d. shrayer's gender?
Q347678,P19,Q1741,where is adalbert franz seligmann born 
Q2266283,P364,Q1860,what language was the angel wore red in?
Q5487599,R40,Q207544,Who was a parent of frank joslyn baum
Q35149,R138,Q1272,What has been named after wilhelm röntgen
Q1173086,P136,Q203720,what type of music does dave alvin play
Q2614390,P31,Q3863,what type of celestial object is 20879 chengyuhsuan
Q3607332,P27,Q17,what is akihiko ishizumi's nationality?
Q1095411,P20,Q372454,where did clarence emir allen die
Q437,R19,Q553524,Who was born in ljubljana?
Q3731502,P27,Q30,where is eric louzil from
Q336286,R413,Q6739967,Who was a retired football defender player?
Q4057980,P413,Q336286,whats adriano spadoto position
Q56149,P138,Q23,What was washington county named after
Q738152,P364,Q1860,What language is the green hornet in?
Q3044376,P27,Q30,Which country is cydney bernard from?
Q2079498,P178,Q1049502,who is the developer of the computer videogame binary land
Q5972292,P27,Q30,which country is john mahaffey from
Q1400,P17,Q30,where is pennsylvania situated
Q451216,P19,Q23661,Where was jessica napier born?
Q3520173,P136,Q645928,what is the genre of the film the butler
Q4316334,P495,Q145,"What is the country of origin of the tv show, the tenant of wildfell hall?"
Q6115807,P27,Q30,Which country does jack williams claim nationality from? 
Q15527274,P21,Q6581097,john binder identifies with what gender?
Q318953,R1431,Q2613318,Name a film that jim davis produced.
Q69597,P20,Q159,Where did werner mummert die
Q188874,R509,Q2052905,who died from colorectal cancer
Q47164,R19,Q2675693,"which american film producer is from  santa monica, california"
Q781201,P136,Q187760,what kind of music does austra make?
Q202600,P20,Q3708823,where in new york did richard kiley died in?
Q46333,R607,Q381823,who was involved in the long march
Q708689,P27,Q15180,Where is vladimir vasyutin originally from?
Q7317647,P509,Q12192,what was the cause of death of reuven frank
Q421707,P509,Q181257,What caused the death of jerry orbach?
Q187351,P123,Q1229035,who published split second: velocity
Q1753433,P495,Q30,what country was the patriot filmed in
Q7294641,R40,Q354783,who are ras baraka's parents?
Q3100078,R40,Q1054305,Who was imagawa ujizane's parent?
Q13422452,P404,Q208850,what is the gameplay mode of the elder scrolls v: skyrim – hearthfire?
Q367715,P175,Q299138,who is the artist of man on the moon: the end of day
Q33999,R106,Q3840262,Name an actor. 
Q1331748,P196,Q2179,where in the solar system is (8228) 1996 yb2
Q3815292,P19,Q202828,where was basketball player kim hughes born?
Q916349,P17,Q155,what country does the guaporé river run through?
Q1297,R19,Q18638555,who was born in chicago?
Q4090181,P19,Q172,where was milan božić born
Q332169,P27,Q30,which nationalisty is troy brown
Q216924,P20,Q172,where was the death place of glenn gould
Q40898,R19,Q164405,Who was born in nancy?
Q5077792,P21,Q6581097,What is charles frank's gender
Q463343,P19,Q502710,where was bernhard stavenhagen born 
Q3956295,P19,Q490,what is the place of birth of sergio spina
Q1641156,P136,Q645928,what type of film is george wallace
Q16482238,P495,Q96,What was the country of origin for the film bedtime fairy tales for crocodiles?
Q5338522,P19,Q3410,Where was edith craig born?
Q2368037,P162,Q51492,who produced the film  broadway bill
Q219526,P131,Q61148,which county is fayetteville located in?
Q918313,P19,Q495,What part of italy was giovanni cheli born in?
Q745000,P136,Q206159,What genre of music is off the album smiley smile
Q4423324,P19,Q18013,In which city was ruth slenczynska born?
Q679657,P1040,Q542167,who edited the film bobby?
Q274744,P50,Q36322,who is the author of sense and sensibility
Q1788050,P17,Q155,what is urucuia a second level division of
Q3759415,P27,Q30,What was the nationality of gene banks
Q1496664,R19,Q528826,who is someone born in mitchelstown
Q7429431,R112,Q2216770,who founded sazō idemitsu
Q6581072,R21,Q2278783,Who is a female character?
Q382270,P21,Q6581097,What gender is panajot pano
Q777476,P20,Q163749,where did joey maxim spend his last days
Q299727,P27,Q45,what is rolando (portuguese footballer)'s nationality?
Q191755,R58,Q3352751,what film did jim jarmusch write
Q1315100,P196,Q2179,What asteroid group is 8087 kazutaka a member of?
Q302762,P264,Q4883239,what label is barry manilow with 
Q785224,P364,Q1860,Which language is the tv show the lost room in
Q16731552,P19,Q49111,what is the birthplace of ian lithgow
Q2082933,P21,Q6581097,Mexican soccer player juan carlos medina is what gender?
Q1940229,P136,Q170435,what type of music is distant earth
Q7301680,P19,Q43668,Where did rebecca broussard's mother give birth to her?
Q212589,P20,Q1218,Which city did yehuda ashlag die in
Q55607,P178,Q122741,who is the developer of bonanza bros.?
Q1753454,P123,Q2264873,who published the thing
Q146407,P196,Q2179,What type of asteroid group is 1962 dunant located in
Q1192546,P196,Q2179,what asteroid group is 9508 titurel a part of 
Q37084,P19,Q16869,what was john vi kantakouzenos's birthplace
Q2498241,P171,Q753221,What is the higher classification of mimus?
Q664400,P61,Q457312,what Japanese scientist discovered 7797 morita
Q5162041,P27,Q408,What country is connor pain from?
Q1131279,P58,Q192217,which actor wrote and starred in the hot chick
Q1349850,R58,Q1458649,which movie was written by jerry juhl
Q1760399,P264,Q1139341,What record label is sugar on?
Q45859,R40,Q470403,who is mother of isabella i of castile
Q229513,P20,Q913346,where did sarah vaughan die
Q131524,R279,Q3427922,what is the tittle of an entrepreneur who opens and runs restaurants professionally
Q216820,R19,Q959750,What american character actor was born in youngstown?
Q2322285,P413,Q308879,What basketball position does martin müürsepp play
Q462471,R413,Q719631,what is the name of a  power forward basketball player
Q621493,P364,Q1860,which language is spoken in the film observe and report?
Q5540273,P21,Q6581097,whats the gender of  george harrison
Q467945,P19,Q1345,where was roxy reynolds given birth
Q151216,P31,Q3863,what kind of object is 3287 olmstead?
Q280658,R413,Q547766,which soccer player plays forward?
Q1050571,R413,Q484293,What is the name of a Japanese catcher?
Q240575,P40,Q7244790,who is the daughter of queen noor of jordan 
Q1075769,P509,Q175111,how did seisaku nakamura die
Q184462,R40,Q299551,who was the king of Lydia and croesus's father
Q848929,P138,Q505037,Who was socinianism named after
Q10871364,R106,Q5293717,Name a professional baseball player
Q446518,P172,Q49085,What is the ethnicity of heather hunter?
Q188534,R136,Q677891,Name a grindcore band
Q658694,P21,Q6581072,is sibylle canonica a male of a female 
Q2793276,R272,Q319061,What is a 2005 participant media American drama film 
Q292274,P19,Q124230,Where was princess theodora of greece and denmark born?
Q175600,P58,Q294583,who wrote don't come knocking 
Q286028,P27,Q142,what country is louis Émile javal citizen of 
Q6780114,P21,Q6581072,What is mary losseff's gender
Q33999,R106,Q66548,Name an actor
Q55430,R57,Q1190863,What film did zhang yimou direct?
Q1496376,P138,Q6722,Who was gaussian process named after?
Q236958,R50,Q1134909,What's a book written by katherine anne porter
Q596358,P495,Q30,which country released shaft in africa
Q919145,P20,Q2462645,where did verney lovett cameron die
Q1051256,P112,Q5334704,Who was a founder of the cato institute
Q87546,P21,Q6581097,Which gender is carl balhaus?
Q566994,P413,Q193592,which position does albert brülls play
Q1194810,P58,Q5237900,what is a film written by daddy day camp
Q963142,P264,Q557632,under which label does ernest tubb work
Q151599,P58,Q19504,who wrote metropolis (film)
Q2550119,P495,Q30,What is the country of origin of the film mockingbird don't sing?
Q261700,P86,Q95008,who wrote the music for ghosts of mars
Q4913467,P19,Q1018565,where was the place of birth of billy williams
Q5394329,P27,Q30,Where is ernie alexander from?
Q288040,P136,Q37073,what kind of music does tonina torrielli perform
Q5502982,P175,Q216288,which country artist recorded fresh horses
Q1187585,P175,Q1163207,which artist released odessey and oracle?
Q3976065,P264,Q1063242,what label is chrisadamsstringdriventhing under
Q400266,P40,Q6039896,who is the child of ahinoam
Q1349722,P27,Q142,what country is jacques lisfranc de st. martin originally from?
Q924848,P31,Q3863,what category does the celestial object 10188 yasuoyoneda belong to
Q732397,R162,Q2299961,what film is produced by ismail merchant?
Q6148443,P27,Q408,This is the nationality of actress and entertainer jan adele.
Q116995,P27,Q39,what is the nationality of charles dutoit?
Q1043614,P272,Q2820005,which company produced taare zameen par
Q640432,P138,Q78503,after what physicist was the 9253 oberth asteroid named
Q216669,R1142,Q477273,What is the name of a political party that practices monarchism
Q436829,R57,Q238681,Which film did russell mulcahy direct
Q2404462,P106,Q483501,what is william rotsler's profession?
Q2980608,P21,Q6581097,What is sven-olof walldoff's language?
Q3051285,P21,Q6581072,what gender is elizabeth clarke wolstenholme elmy
Q93204,R136,Q983854,What's a documentary film on netflix
Q17124728,P495,Q183,which country is mein kampf from
Q690316,P31,Q3863,what is 6806 kaufmann categorized as?
Q60,R19,Q8879489,Who was born in new york city?
Q128538,P140,Q5043,What is the religion of luke the evangelist?
Q152795,P196,Q2179,what is 4151 alanhale a member of?
Q749153,P364,Q1860,What language is the film geris game
Q3443417,P19,Q204561,which city in california was darlene vogel born in
Q2663586,R40,Q130873,Who is benny begin's father?
Q252472,P403,Q201679,which body of water is the mouth of oti river?
Q667128,R58,Q1170354,what films did king hu write?
Q216344,R119,Q558992,What United States Air Force Officer is interred at the Arlington National Cemetery?
Q183504,R136,Q593878,which artist is considered an indie rock artist
Q308879,R413,Q19615250,who plays small forward in basketball
Q2360218,P178,Q14428,Who developed mega man 6
Q5545621,P119,Q216344,Where is george w. getty buried
Q789741,P364,Q1568,what language is auzaar in?
Q756137,P131,Q109150,which county is atlanta in
Q431252,P1040,Q273379,Who edited the film jackie brown (film)
Q708888,P364,Q727694,What language is comrades: almost a love story in?
Q378089,P31,Q3863,what is the category of 6488 drebach?
Q280658,R413,Q4191312,what is the name of a russian football foward
Q299842,P19,Q3141,Where was antonia kidman born
Q30,R17,Q110983,name a county located in the united states 
Q362,R607,Q62250,who is a SS officer in world war ii 
Q636637,P19,Q3711,Where was vladimir dedijer born?
Q1444948,P86,Q193273,who composed the music in a chef in love
Q59566,P344,Q2149612,Who was the cinematographer for the film the upside of anger?
Q1080008,P196,Q2179,where is 8994 kashkashian found
Q271263,P27,Q30,What is vanessa del rio's country of origin?
Q76382,P1142,Q517372,what is the ideology of sinn fein
Q1722,R19,Q1029676,Who was born in dubrovnik?
Q59062,P19,Q1085,What is vladimír franz's place of birth?
Q303530,P20,Q1085,where did jan zrzavý die
Q382420,P27,Q30,what country is damon wayans from?
Q329424,P21,Q6581097,what is the sex of edgar valter?
Q1236386,P403,Q1265,What river is can be found at the mouth of the dolores river?
Q506400,P1431,Q966535,who executively produced red dawn
Q2374149,R106,Q15994689,whats the name of a professional botanist
Q313828,P172,Q167420,Which ethnicity is ivan meštrović?
Q1763166,P364,Q9043,What do the actors speak in totally true love
Q848825,P272,Q141336,what is the production company responsible for autumn marathon
Q75828,P27,Q183,what is the nationality of heinrich wilhelm olbers
Q447236,P172,Q7325,what is stanley fischer's ethnicity?
Q1015818,R19,Q151403,which scottish philosopher was born in  ecclefechan
Q1376082,P106,Q188094,What is michio morishima's profession?
Q380261,P27,Q30,what country is little walter from
Q1215511,P364,Q7737,what was the language used for the film donkeys hide 
Q62,R19,Q230180,Who was born in the city of san francisco?
Q950141,P1303,Q5994,what instruments can john ogdon play?
Q3218816,P404,Q208850,what type of gameplay mode is the game zombie zombie?
Q2127756,P50,Q49074,who wrote the title 2 b r 0 2 b
Q495223,P138,Q273546,Who was hamlin county named for?
Q41843,R19,Q5418308,who is a person that was born in  beersheba
Q7612815,P27,Q30,What is the nationality of steve henderson?
Q8341,R136,Q366351,Name a jazz artist
Q2474321,P413,Q193592,what position is volodymyr sharan known for playing 
Q2143368,P264,Q778673,what artist is with the walkabouts?
Q1417638,P171,Q42046,what is higher in classification than hyaena (genus)?
Q846224,R136,Q150294,which game is of the cvg genre fighting game
Q446531,P27,Q15180,where is aleksandr ivanchenkov from
Q235354,R50,Q1619568,what work was written by mary renault
Q175173,R136,Q131007,what is a famous mmorpg 
Q76244,P264,Q158886,which music label signed the artist epica
Q5228596,P20,Q1393019,where did dave cox die
Q5024429,P21,Q6581097,What is calvin jones's gender
Q1541182,P86,Q310332,Who composed my girl?
Q1586143,P27,Q408,what is harrie massey's nationality?
Q1400403,P57,Q55415,who directed the film tiefland
Q264810,P196,Q2179,What is 8816 gamow a member of
Q47912,R509,Q2121322,which actor died from lung cancer
Q162202,P136,Q45981,what kind of music does nicki minaj sing
Q193592,R413,Q1150828,Name a midfielder soccer player
Q2564351,P21,Q6581097,What gender is Jack McFarland?
Q382490,P19,Q16568,where was alan stephenson boyd given birth
Q1493994,P27,Q45,which country is garcia de orta from
Q188726,R162,Q1050558,which films have anthony minghella produced?
Q155585,P140,Q35032,what religion does maria alexandrovna follow
Q531801,P172,Q49085,Which ethnicity is aaron hall (singer)?
Q708136,P136,Q131272,what genre of music does edwin starr compose?
Q6178588,P21,Q6581097,Is lennart sjögren male or female?
Q1144211,P58,Q3953024,Who wrote thin ice?
Q6205186,P136,Q83440,what genre of music does joan kennedy make
Q2101171,P27,Q38,what is the nationality of  poldo bendandi
Q79389,R19,Q330287,who was born in gadsden
Q886675,P136,Q200092,What kind of netflix film is my bloody valentine?
Q11774202,R106,Q57389,what is the name of the German essayist
Q1759086,P136,Q546359,What type of music does the dells make?
Q3048074,P20,Q1384,where in the united states did edmund bailey o'callaghan die?
Q201330,R413,Q3245538,Name a goalkeeper in soccer?
Q2742505,P123,Q869104,who published chuck rock ii: son of chuck
Q6353,P21,Q6581097,What gender is Gerardus Mercator?
Q202041,P264,Q165745,which record label is jamiroquai signed to
Q5569186,P27,Q145,What is glenn wilson's nationality
Q2361677,P136,Q208189,what is the genre of the videogame earth 2160
Q12273,R19,Q5852523,What tv/film director was born in gijón?
Q1212252,P364,Q1860,what language is the film the killing of a chinese bookie in
Q499767,P136,Q846662,what type of show is jeopardy
Q5336219,P21,Q6581097,what is eddie lawrence's gender?
Q667799,P57,Q1372139,who directed tenacious d in the pick of destiny
Q251395,P112,Q1394,who is the founder of red army
Q508112,P57,Q934087,who directed the film i saw what you did?
Q204552,P138,Q131691,who is  mount wellington (tasmania) named after
Q1006232,R19,Q7175029,who was a famous cricketeer born in woolwich
Q532564,P61,Q231618,who discovered 2932 kempchinsky?
Q1393337,P57,Q862316,who is the director for a charlie brown christmas
Q2447932,P57,Q365616,who directed the film cows
Q552770,P21,Q6581097,which gender does oliver stanley murs identify as
Q495564,P17,Q30,what country is ottawa county in 
Q3238952,P19,Q36405,which city was john souttar born
Q623518,P495,Q183,what country was running scared filmed in
Q7602433,P404,Q208850,What gameplay mode is starsiege?
Q167340,P21,Q6581097,what is jean-jacques challet-venel's sex?
Q50003,P27,Q172579,Where is alberto sordi from
Q3629480,P19,Q987,Where was arun jaitley born?
Q129279,R509,Q719792,Who is a person whose caused of death was dysentery?
Q4781638,P364,Q13955,What language is spoken in the film appointment with happiness
Q694695,P27,Q145,What is john mcdonnell's nationality?
Q166928,P27,Q30,what country does chris cannon declare nationality
Q1744,P264,Q165711,whats madonna's record label
Q6733875,P19,Q1156,What was the place of birth of mahesh thakur
Q115256,P17,Q865,what country does  taoyuan county serve
Q190135,P136,Q132311,What kind of movie is the little mermaid?
Q180125,P136,Q1054574,What type of film is step up?
Q582275,P65,Q930096,What was the discovery site of 3000 leonardo
Q3772414,P407,Q652,what language is spoken in gloria
Q141701,P31,Q3863,what kind of celestial object is 1631 kopff
Q2508044,P413,Q280658,what is gabriel Álvez's position 
Q55532,P136,Q1044478,what genre is the videogame 1942
Q1400892,P364,Q1860,what language is in feed?
Q247379,P50,Q12881,who wrote the novel eleven minutes
Q20795339,P136,Q130232,what genre is the film buddhas little finger
Q493807,P86,Q269244,who wrote the music for angel heart
Q5994,R1303,Q1802,Who plays piano?
Q336286,R413,Q2619758,who is a football player that played defender?
Q7790206,P20,Q233892,where did thomas griffin pass away
Q7817184,P413,Q1050571,Which position did tom patton used to play?
Q511864,P19,Q65,Which city was alexandra cassavetes born in
Q85850,P21,Q6581097,is eugen steinach male or female
Q13942157,P19,Q1345,where was paul jenkins born
Q1328,P20,Q2887,where did manuel montt pass away
Q967078,P21,Q6581097,what is howard scott's gender
Q8261,R136,Q4526457,Name a novel.
Q6607,R1303,Q182665,who plays the guitar
Q183387,R264,Q316588,who is an artist under columbia records
Q1970161,P495,Q30,what country released a movie called four's a crowd
Q40640,R50,Q7748248,Name a work written by ray bradbury
Q180706,P1040,Q3179985,who edited rescue dawn
Q2019145,P40,Q312967,What is the name of a child of guru tegh bahadur
Q606273,P1303,Q8355,what instrument did carlo farina play 
Q561666,P509,Q181754,what was william windom's cause of death 
Q2331081,P413,Q193592,what position does Ángel morales play 
Q1003262,P136,Q183504,What genre of music does the band foxboro hot tubs make
Q213846,P20,Q499278,"charles william, duke of saxe-meiningen died where?"
Q1071877,P19,Q845857,where is akinori iwamura from
Q705216,P162,Q61347,Who produced the movie house of the dead
Q15527026,P21,Q6581097,What is john elliott's gender?
Q126756,R172,Q208104,who is a person of the  basque people
Q316165,P19,Q1085,what is the place of birth of jan Švankmajer?
Q495376,P17,Q30,what country holds  humboldt county
Q321055,P20,Q209176,Where did charles merivale die
Q2105,P40,Q2977194,What is the name of jacques chirac child
Q282743,P31,Q3863,what type of celestial object is 12526 de coninck
Q7714106,P136,Q11366,Which genre is the album the aquabats! vs. the floating eye of death! from?
Q6395313,P27,Q668,what is ketan anand's nationality 
Q11366,R136,Q2668061,what album is by alternative rock?
Q924322,P413,Q193592,Which football position does jacob lensky play
Q190978,P115,Q1049601,What is northern ireland national football team's stadium?
Q377681,P276,Q341639,where did the battle of oak grove take place
Q1129443,P112,Q458702,who is the founder of democratic convergence of catalonia
Q728692,P676,Q319693,who wrote the lyrics for you'll never walk alone 
Q148717,P196,Q8101032,Which asteroid group is 23355 elephenor a member of
Q461349,P21,Q6581097,which gender group does oscar kreuzer affiliate with
Q208850,R404,Q1995487,what game is single-player?
Q5239502,P27,Q30,what is david saunders's country of nationality?
Q1380831,R170,Q93542,what television shows have paul norris created?
Q664728,P413,Q336286,what position does sergei karimov play in soccer?
Q188205,P607,Q543028,what's the name of a battle that george armstrong custer participated in
Q471874,R40,Q212733,what is the name of a parent of jinggoy estrada
Q229197,P19,Q100,where was  lisa edelstein born
Q1367647,P1040,Q976609,Who edited the film titled spanglish (film)
Q168383,R272,Q1129080,What is a movie that universal studios produced in 2012?
Q230632,R162,Q1289681,what movie was produced by fran drescher
Q3160961,P21,Q6581097,what gender does james burke identify as?
Q267366,P196,Q2179,What asteroid group is 6247 amanogawa a member of
Q270800,P21,Q6581097,What is the gender of gaston bachelard
Q237973,P21,Q6581072,Is daria werbowy male or female
Q271217,P106,Q4610556,What is shauna grant's profession?
Q1415322,P86,Q187844,Who was the composer for loca?
Q846088,P86,Q1382830,Who did the music for the film i know who killed me?
Q5957657,P136,Q868217,What is the genre of the videogame hyper v-ball
Q469846,P20,Q138338,where did dith pran pass away
Q316724,P413,Q336286,which position does séamus coleman play
Q543403,P86,Q537386,who is the American composer of the dead silence film 
Q913662,P136,Q10922,what subset of punk music do the distillers write
Q925421,P86,Q964311,who composed music for seed of chucky?
Q1071001,P404,Q208850,what gameplay mode does civilization iv: colonization offer
Q175457,R112,Q221419,what organization did sergey ilyushin found
Q1071402,P57,Q51114,"Who directed ""Cheyenne Autumn""?"
Q2960962,P27,Q30,Which nation is charlotte caffey from?
Q697407,P136,Q2321734,What genre does the television program hawaii five-o belong to
Q794217,P27,Q155,what is aymoré moreira's nationality
Q114152,P27,Q183,what is christopher buchholz's nationality?
Q1091168,P495,Q408,Which country is the film showtime from
Q151792,P58,Q126098,WHo wrote the science of sleep
Q209045,P136,Q860750,what types of game is insane
Q111517,R131,Q2638417,"what's a notable town in kauai county, hawaii"
Q192747,P27,Q145,what is the nationality of shaun wright-phillips?
Q854435,P196,Q2179,what kind of celestial body is 2174 asmodeus
Q465676,P20,Q493378,where did esther rolle die?
Q6914403,P170,Q675791,who created the character mortalla
Q3234160,P495,Q30,What is the country of origin for the bad girls club
Q5733455,P20,Q60,Where in the United States did herbert adams die
Q4151791,P106,Q33999,What is inna gulaya's profession
Q251267,R131,Q1007064,Which city is located within the cuyahoga county?
Q80504,P140,Q7066,What is nicolae ceaușescu's religion?
Q7331770,P19,Q23169,Where was rick stein born?
Q60,R19,Q4276060,what person was  born in new york city?
Q16186534,P413,Q1142885,What position does Jerry Turner play? 
Q2977831,P21,Q6581097,What is ben zyskowicz's gender
Q333719,R170,Q589977,who created the character lee child
Q414,R17,Q2054688,What is an administrative division of the country argentina
Q7287710,P27,Q1042,what is the nationality of ralph jean-louis
Q1443654,P407,Q1860,What language was used to compose a world without love
Q7546,R58,Q425669,what film was ingmar bergman a story contributor to?
Q51114,R57,Q3208768,which film did john ford directed
Q76437,P20,Q59977,what was karl dönitz's place of death
Q259077,P40,Q660630,what is the name of katherine swynford's son
Q84,R19,Q275628,whose mother gave birth to them in london
Q193592,R413,Q1649821,who is a midfielder?
Q472313,P495,Q30,which country is the interpreter from
Q185118,P50,Q1512,who wrote the book treasure island
Q6349053,P20,Q48359,where did kaju sugiura die
Q306631,P136,Q11399,Which genre of music does hitomi make
Q1199417,P50,Q535,who is the writer of the last day of a condemned man
Q6551778,P27,Q145,What is linda lusardi's nationality
Q313460,P20,Q1449,which city did jacobus de voragine die
Q81205,P364,Q1860,What is a language of the film megamind?
Q459429,P19,Q1770,where in Estonia was linnart mäll born?
Q4109584,P136,Q130232,what kind of show is westerplatte?
Q1557461,P57,Q1373377,Who directed the film kishen kanhaiya
Q433128,P19,Q1570484,what city was edward s. curtis born in 
Q2745595,P162,Q6378110,who was the producer for the film  dead leaves
Q6210656,P21,Q6581097,What is joe kennedy's gender?
Q882739,P17,Q1049,which county contains blue nile
Q153058,P196,Q2179,where is 4228 nemiro located 
Q1139698,P495,Q142,what country is house of tolerance from
Q1798900,P364,Q1860,What do the characters in la linea speak  
Q719033,P19,Q421913,Where was albert hull born?
Q706497,P1303,Q5994,what instrument does nikolai lugansky play on
Q33999,R106,Q3703573,Name a professional actor.
Q4980200,P413,Q1048902,what position does bryan kelly play in baseball
Q6237726,R138,Q490184,what county is john hardin from
Q126149,P86,Q337206,who composed the song the way we were?
Q1522937,P19,Q3808,where was daniel bekono originally from
