uid,question,subject,props,query,tag,answers
666,Which city was the capital of the Orange Free State?,Q218023,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q218023 wdt:P36 ?answer
}",1-hop,Q37701
667,What singing voice does Amy Winehouse have?,Q15897,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q15897 wdt:P412 ?answer
}",1-hop,"Q37137, Q186506"
669,"In which country is the natural monument ""Tunnel of Love""located?",Q9635778,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q9635778 wdt:P17 ?answer
}",1-hop,Q212
670,"On which island has the wine ""Commandaria"" been produced since 1210, named after the residence of the Commander of the order of knights Hospitaller?",Q1115080,wdt:P495,"SELECT ?answer 
WHERE {
  wd:Q1115080 wdt:P495 ?answer
}",1-hop,Q229
671,"Which writer is the author of the works on which the films ""Big life"", ""Cruelty"", ""Probation"" and ""First time married""were made?",Q4126934,wdt:P58,"SELECT ?answer 
WHERE {
  wd:Q4126934 wdt:P58 ?answer
}",1-hop,Q4321335
672,Which Greek God was Aphrodite's husband?,Q35500,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q35500 wdt:P26 ?answer
}",1-hop,"Q40901, Q44384"
673,"Whose directorial debut was the film ""Duelists"", which tells about a 15-year-long duel between two hussar officers?",Q1212051,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q1212051 wdt:P57 ?answer
}",1-hop,Q56005
675,What caused the death of the English Navigator Francis Drake?,Q36517,wdt:P509,"SELECT ?answer 
WHERE {
  wd:Q36517 wdt:P509 ?answer
}",1-hop,Q129279
677,"In which Russian city can you visit the ""Museum of the Arctic and Antarctic""?",Q673942,wdt:P276,"SELECT ?answer 
WHERE {
  wd:Q673942 wdt:P276 ?answer
}",1-hop,Q656
678,"Who is the author of the novel ""Wuthering heights""?",Q202975,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q202975 wdt:P50 ?answer
}",1-hop,Q80137
679,In which country is the famous Shwedagon pagoda (a 98-meter gilded stupa) located?,Q464535,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q464535 wdt:P17 ?answer
}",1-hop,Q836
680,Who is considered the patron Saint of Scotland?,Q22,wdt:P417,"SELECT ?answer 
WHERE {
  wd:Q22 wdt:P417 ?answer
}",1-hop,Q43399
681,In which country is the lari currency accepted?,Q4608,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q4608 wdt:P17 ?answer
}",1-hop,Q230
683,What country is the city of Uchkuduk located in?,Q6364,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q6364 wdt:P17 ?answer
}",1-hop,Q265
684,"What ancient scholar is the author of the treatise ""on architecture"", which described the main proportions of the male body?",Q1232238,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q1232238 wdt:P50 ?answer
}",1-hop,Q47163
685,Which company manufactures the car brand Lexus?,Q35919,wdt:P127,"SELECT ?answer 
WHERE {
  wd:Q35919 wdt:P127 ?answer
}",1-hop,Q53268
686,In which Spanish city was Salvador Dali born and buried?,Q5577,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q5577 wdt:P19 ?answer
}",1-hop,Q6839
687,What country is the city of Darwin located in?,Q11568,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q11568 wdt:P17 ?answer
}",1-hop,Q408
689,What Anglo-Saxon king ordered king Ragnar Lothbrok to be thrown into a pit of snakes?,Q314492,wdt:P157,"SELECT ?answer 
WHERE {
  wd:Q314492 wdt:P157 ?answer
}",1-hop,Q271398
690,What was Yma sumac?,Q239030,wdt:P106,"SELECT ?answer 
WHERE {
  wd:Q239030 wdt:P106 ?answer
}",1-hop,"Q33999, Q36834, Q177220"
691,What kind of triangle is the hypotenuse?,Q104962,wdt:P361,"SELECT ?answer 
WHERE {
  wd:Q104962 wdt:P361 ?answer
}",1-hop,Q158688
692,Which country was Daniel Ortega President from 1985 to 1990?,Q57402,wdt:P27,"SELECT ?answer 
WHERE {
  wd:Q57402 wdt:P27 ?answer
}",1-hop,Q811
693,What is the shape of a classic soccer ball that is inflated to absolute pressure in one atmosphere?,Q12252328,wdt:P1419,"SELECT ?answer 
WHERE {
  wd:Q12252328 wdt:P1419 ?answer
}",1-hop,"Q499980, Q838611"
695,In which city of the Minsk region is the Belarusian automobile plant located?,Q815069,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q815069 wdt:P159 ?answer
}",1-hop,Q200905
697,"Who painted the picture ""Vision to the boy Bartholomew""?",Q4110588,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q4110588 wdt:P170 ?answer
}",1-hop,Q318427
698,"Whom later became a student Dwight F. Davis, a developer and one of the founders of the Davis Cup?",Q53403,wdt:P39,"SELECT ?answer 
WHERE {
  wd:Q53403 wdt:P39 ?answer
}",1-hop,"Q1542521, Q2419102"
699,In which city was the famous Argentine composer Astor Piazzolla born?,Q172505,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q172505 wdt:P19 ?answer
}",1-hop,Q52607
700,In which city in the United States is the main hall of fame and Museum of rock and roll?,Q179191,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q179191 wdt:P131 ?answer
}",1-hop,Q37320
701,What is the favorite of the Russian Empress was Alexey Razumovsky?,Q918514,wdt:P451,"SELECT ?answer 
WHERE {
  wd:Q918514 wdt:P451 ?answer
}",1-hop,Q130752
702,What country does Qantas (Qantas) represent?,Q32491,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q32491 wdt:P17 ?answer
}",1-hop,Q408
703,"Who wrote the story ""Journey on the Snark"" after a cruise on the Pacific ocean?",Q3207964,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q3207964 wdt:P50 ?answer
}",1-hop,Q45765
704,"Which rock band created the hit ""Don't Cry""?",Q1242271,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q1242271 wdt:P175 ?answer
}",1-hop,Q11895
705,"Which Wagner Opera is included in the ""Ring of the Nibelung"" cycle?",Q190237,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q190237 wdt:P527 ?answer
}",1-hop,"Q272029, Q324319, Q327717, Q333146"
706,"What musical instrument was played by Edwin Marton, who spoke on ""the Eurovision-2008""?",Q441053,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q441053 wdt:P1303 ?answer
}",1-hop,Q8355
707,"Who painted the portrait of Colonel Evgraf Davydov of the life guards of the hussar regiment, which has long been considered an image of Denis Davydov?",Q18688280,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q18688280 wdt:P170 ?answer
}",1-hop,Q367120
708,"Who is the author of the painting ""Death of Ivan the terrible""?",Q28226547,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q28226547 wdt:P170 ?answer
}",1-hop,Q460337
710,Which country has the highest Buddha statue in the world?,Q2520201,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q2520201 wdt:P17 ?answer
}",1-hop,Q148
711,Which Jules Verne novel features the character Jacques Paganel?,Q6120783,wdt:P1441,"SELECT ?answer 
WHERE {
  wd:Q6120783 wdt:P1441 ?answer
}",1-hop,"Q1213902, Q3129651"
712,Who designed the Mikhailovsky Palace?,Q1930409,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q1930409 wdt:P84 ?answer
}",1-hop,Q619584
713,"Who was the founder and first editor of the magazine ""Otechestvennye Zapiski""?",Q2661947,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q2661947 wdt:P112 ?answer
}",1-hop,Q3210067
715,Which Buenos Aires stadium is the main venue for the home games of the Argentina national football team?,Q79800,wdt:P115,"SELECT ?answer 
WHERE {
  wd:Q79800 wdt:P115 ?answer
}",1-hop,Q276354
716,Which mountain is the highest point in Poland?,Q36,wdt:P610,"SELECT ?answer 
WHERE {
  wd:Q36 wdt:P610 ?answer
}",1-hop,Q672936
717,"Who, according to ancient Greek legends, was the father of Zeus?",Q34201,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q34201 wdt:P22 ?answer
}",1-hop,Q44204
718,"Who is the Director of the Comedy ""Children of don Quixote"", and the military drama ""two comrades served"", and the adventure film ""Two captains""?",Q4159337,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q4159337 wdt:P57 ?answer
}",1-hop,Q4214909
719,What military rank precedes a major?,Q983927,wdt:P155,"SELECT ?answer 
WHERE {
  wd:Q983927 wdt:P155 ?answer
}",1-hop,Q19100
721,In which country did General Augusto Pinochet carry out a military coup in 1973?,Q856670,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q856670 wdt:P17 ?answer
}",1-hop,Q298
723,In what city was the actor Alexey Batalov born?,Q339581,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q339581 wdt:P19 ?answer
}",1-hop,Q2684
724,What city in Argentina was Ernesto Che Guevara born in?,Q5809,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q5809 wdt:P19 ?answer
}",1-hop,Q52535
725,"What is a historical region of France is home of cheese Camembert, Pont-l'eveque, Neuchatel, Livarot?",Q131480,wdt:P1071,"SELECT ?answer 
WHERE {
  wd:Q131480 wdt:P1071 ?answer
}",1-hop,Q15878
727,What is the name of the main monetary unit of Hungary?,Q28,wdt:P38,"SELECT ?answer 
WHERE {
  wd:Q28 wdt:P38 ?answer
}",1-hop,Q47190
728,What title did don Quixote have?,Q944201,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q944201 wdt:P97 ?answer
}",1-hop,Q379053
729,In which country is the widest waterfall in Europe Ventas Rumba?,Q1939427,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q1939427 wdt:P17 ?answer
}",1-hop,Q211
730,"Who is the author of the Opera Tancred, based on Voltaire's drama of the same name?",Q911443,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q911443 wdt:P86 ?answer
}",1-hop,Q9726
733,Which state owns the island of Zanzibar?,Q706541,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q706541 wdt:P17 ?answer
}",1-hop,Q924
734,Which city was the capital of Tolkien's Gondor?,Q213586,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q213586 wdt:P36 ?answer
}",1-hop,Q308657
735,"Which of the children's writers wrote the book ""from two to five""?",Q18687121,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q18687121 wdt:P50 ?answer
}",1-hop,Q347685
736,"Which famous singer performed the song ""Prisencolinensinainciusol"" in the recitative style?",Q1750334,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q1750334 wdt:P175 ?answer
}",1-hop,Q199943
739,Where do you need to go to visit the Edge of the World?,Q4237452,wdt:P706,"SELECT ?answer 
WHERE {
  wd:Q4237452 wdt:P706 ?answer
}",1-hop,Q1043128
740,"What, in fact, is a German alcoholic drink ""Jagermeister""?",Q661871,wdt:P279,"SELECT ?answer 
WHERE {
  wd:Q661871 wdt:P279 ?answer
}",1-hop,Q178780
741,"Which legendary rock band owns the iconic album "" Sabotage ""(1975)?",Q692298,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q692298 wdt:P175 ?answer
}",1-hop,Q47670
742,What is the name of the regional center of the Transcarpathian region of Ukraine?,Q170213,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q170213 wdt:P36 ?answer
}",1-hop,Q156711
744,"Who was the Director of the feature film collage ""Mayakovsky laughs or Bug-75""?",Q4286407,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q4286407 wdt:P57 ?answer
}",1-hop,Q545844
746,In what city was V. V. Nabokov born?,Q36591,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q36591 wdt:P19 ?answer
}",1-hop,Q656
747,"What, from the point of view of botany, is the almond fruit?",Q39918,wdt:P4000,"SELECT ?answer 
WHERE {
  wd:Q39918 wdt:P4000 ?answer
}",1-hop,Q14712
748,"Who is the author and first performer of the smash hit ""My Way""?",Q925657,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q925657 wdt:P175 ?answer
}",1-hop,Q40912
749,What is the name of the capital of Canada?,Q16,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q16 wdt:P36 ?answer
}",1-hop,Q1930
750,In which country is the Cesar film award given?,Q174389,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q174389 wdt:P17 ?answer
}",1-hop,Q142
751,"In which city is the famous sculpture ""Motherland"" located?",Q1601986,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q1601986 wdt:P131 ?answer
}",1-hop,Q914
753,In what century did the famous storyteller Hans Christian Andersen live?,Q5673,wdt:P2348,"SELECT ?answer 
WHERE {
  wd:Q5673 wdt:P2348 ?answer
}",1-hop,Q6955
754,What is the name of the stadium of the Bayern Munich football club?,Q15789,wdt:P115,"SELECT ?answer 
WHERE {
  wd:Q15789 wdt:P115 ?answer
}",1-hop,Q127429
755,In what ocean did the Titanic meet an iceberg?,Q25173,wdt:P276,"SELECT ?answer 
WHERE {
  wd:Q25173 wdt:P276 ?answer
}",1-hop,Q97
757,"What is the name of the Italian ""Carabas Barabas""?",Q14076726,wdt:P941,"SELECT ?answer 
WHERE {
  wd:Q14076726 wdt:P941 ?answer
}",1-hop,Q3844557
758,Which city is the capital of Udmurtia?,Q5422,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q5422 wdt:P36 ?answer
}",1-hop,Q5426
760,"Which writer is the author of the famous novel ""Fahrenheit 451""?",Q202009,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q202009 wdt:P50 ?answer
}",1-hop,Q40640
761,In which country did king David the Builder rule?,Q36760,wdt:P27,"SELECT ?answer 
WHERE {
  wd:Q36760 wdt:P27 ?answer
}",1-hop,Q230
762,"Who is the founder of the famous social network ""Vkontakte""?",Q116933,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q116933 wdt:P112 ?answer
}",1-hop,"Q149067, Q15072554, Q19799931"
763,"Which German writer is the author of the short story ""Death in Venice"", which tells about the love of the writer Gustav von Aschenbach for the boy Tadzio?",Q828296,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q828296 wdt:P50 ?answer
}",1-hop,Q37030
765,"In what team sport is the prize ""Gagarin Cup"" played?",Q1166017,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q1166017 wdt:P641 ?answer
}",1-hop,Q41466
766,In which country is the Holy city of Machu Picchu located?,Q676203,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q676203 wdt:P17 ?answer
}",1-hop,Q419
767,What city was Zetkin born in?,Q75823,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q75823 wdt:P19 ?answer
}",1-hop,Q70981
769,What country is the pyramid of the Sun located in?,Q29238,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q29238 wdt:P17 ?answer
}",1-hop,Q96
771,What island was the lighthouse of Alexandria on?,Q43244,wdt:P276,"SELECT ?answer 
WHERE {
  wd:Q43244 wdt:P276 ?answer
}",1-hop,Q2696558
772,What book did Stephen Hawking write?,Q17714,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q17714 wdt:P800 ?answer
}",1-hop,"Q471726, Q918057, Q1815797, Q3284950, Q5575842, Q21532983, Q28406292"
773,"Who is the author of the music for the film ""Three plus two""?",Q1634934,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q1634934 wdt:P86 ?answer
}",1-hop,Q502265
774,What object in Barnaul is named after Herman Stepanovich Titov?,Q1858312,wdt:P31,"SELECT ?answer 
WHERE {
  wd:Q1858312 wdt:P31 ?answer
}",1-hop,Q1248784
775,Who wrote the Sherlock Holmes story?,Q4653,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q4653 wdt:P170 ?answer
}",1-hop,Q35610
777,"What kind of sport does the fantasy film with Kevin costner ""the Field of his dreams"" tell about?",Q517958,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q517958 wdt:P641 ?answer
}",1-hop,Q5369
778,What currency is used in Liechtenstein?,Q347,wdt:P38,"SELECT ?answer 
WHERE {
  wd:Q347 wdt:P38 ?answer
}",1-hop,Q25344
780,Which city is the capital of the United Arab Emirates?,Q878,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q878 wdt:P36 ?answer
}",1-hop,Q1519
781,What is the name of the city that was the capital of Russian America under the name of Novo-Arkhangelsk?,Q910495,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q910495 wdt:P36 ?answer
}",1-hop,Q79804
782,In which French city was the impressionist master Pierre-Auguste Renoir born?,Q39931,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q39931 wdt:P19 ?answer
}",1-hop,Q45656
783,What city is the headquarters of the International Committee of the red cross?,Q5987345,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q5987345 wdt:P159 ?answer
}",1-hop,Q71
784,What part of the world is Israel located in?,Q801,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q801 wdt:P30 ?answer
}",1-hop,Q48
786,Which city is the capital of Slovakia?,Q214,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q214 wdt:P36 ?answer
}",1-hop,Q1780
788,"Who wrote ""the Odessa stories""?",Q1775716,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q1775716 wdt:P50 ?answer
}",1-hop,Q49080
790,"What composer wrote the music for the movies ""Seventeen moments of spring"" and "" irony of fate, or with a light steam!""?",Q472018,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q472018 wdt:P86 ?answer
}",1-hop,Q724254
791,Under what Russian ruler was the Novodevichy monastery founded in Moscow?,Q270725,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q270725 wdt:P112 ?answer
}",1-hop,Q49686
794,"In which capital city is the Collapsible bridge located, the links of which are folded into an accordion",Q2001686,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q2001686 wdt:P131 ?answer
}",1-hop,Q84
795,Who is the founder of the Korean company Hyundai,Q29311,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q29311 wdt:P112 ?answer
}",1-hop,Q468467
796,"Who is the author of the classic Chinese novel ""Journey to the West""?",Q70784,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q70784 wdt:P50 ?answer
}",1-hop,Q228889
797,In what ocean is the island of Iceland located?,Q3740828,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q3740828 wdt:P206 ?answer
}",1-hop,"Q97, Q788"
798,In which city is the regional Museum of fine arts named after M. A. Vrubel?,Q19844167,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q19844167 wdt:P131 ?answer
}",1-hop,Q898
799,Where is the Central naval Museum located?,Q190439,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q190439 wdt:P131 ?answer
}",1-hop,Q656
800,In which city is the famous Mini-Europe Park located?,Q1067006,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q1067006 wdt:P131 ?answer
}",1-hop,Q239
802,Which city is the administrative center of Puerto Rico?,Q1183,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q1183 wdt:P36 ?answer
}",1-hop,Q41211
804,In which country is Pashto spoken?,Q58680,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q58680 wdt:P17 ?answer
}",1-hop,"Q668, Q843, Q889"
805,Which city is the capital of Scotland?,Q22,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q22 wdt:P36 ?answer
}",1-hop,Q23436
806,Where is the Bible zoo located?,Q2915736,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q2915736 wdt:P131 ?answer
}",1-hop,Q1218
809,Which NBA club did Russian national team basketball player Andrey Kirilenko play for 10 years in a row?,Q294788,wdt:P647,"SELECT ?answer 
WHERE {
  wd:Q294788 wdt:P647 ?answer
}",1-hop,Q170649
810,"Who painted the picture ""the red cavalry Rides from the October capital, to protect the Soviet border""?",Q1523506,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q1523506 wdt:P170 ?answer
}",1-hop,Q130777
812,"What is the name of the traditional new year's ceremony of the village of semezhevo in Belarus, which is included in the list of intangible cultural heritage of UNESCO",Q3917908,wdt:P793,"SELECT ?answer 
WHERE {
  wd:Q3917908 wdt:P793 ?answer
}",1-hop,Q862992
813,"On what mountain, according to the old Testament, did the prophet Moses die?",Q9077,wdt:P20,"SELECT ?answer 
WHERE {
  wd:Q9077 wdt:P20 ?answer
}",1-hop,Q680161
815,"Who is the author of the verses of the song ""Suliko""?",Q2417129,wdt:P676,"SELECT ?answer 
WHERE {
  wd:Q2417129 wdt:P676 ?answer
}",1-hop,Q379612
817,"Who was the first performer of ""Eastern song""?",Q16631980,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q16631980 wdt:P175 ?answer
}",1-hop,Q4329463
819,Which city is the capital of Portugal?,Q45,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q45 wdt:P36 ?answer
}",1-hop,Q597
820,"What was the name of the poet who recreated the Latvian heroic epic ""Lachplesis""?",Q1355709,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q1355709 wdt:P50 ?answer
}",1-hop,Q503166
823,Which city is the capital of New Zealand?,Q664,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q664 wdt:P36 ?answer
}",1-hop,Q23661
824,In which state does the Institute of religious Affairs perform the functions of a Bank?,Q266456,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q266456 wdt:P17 ?answer
}",1-hop,Q237
825,What position did the famous footballer David Beckham play in?,Q10520,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q10520 wdt:P413 ?answer
}",1-hop,Q193592
827,"Which city, to which Jules Verne dedicated the story ""the Ideal city"", became the place of his death and burial?",Q33977,wdt:P20,"SELECT ?answer 
WHERE {
  wd:Q33977 wdt:P20 ?answer
}",1-hop,Q41604
828,Which city is the administrative center of the Spanish Autonomous community of Andalusia?,Q5783,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q5783 wdt:P36 ?answer
}",1-hop,Q8717
829,What is the name of the capital of Estonia?,Q191,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q191 wdt:P36 ?answer
}",1-hop,Q1770
830,Which city is the capital of Croatia?,Q224,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q224 wdt:P36 ?answer
}",1-hop,Q1435
831,"Which British new wave Duo performed the popular hit ""Video Killed the Radio Star""?",Q1164811,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q1164811 wdt:P175 ?answer
}",1-hop,Q201568
832,"Which pop group gained worldwide fame by performing the song ""You're a Woman""?",Q6170336,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q6170336 wdt:P175 ?answer
}",1-hop,Q681697
833,"Who is the author of the novel ""Dubrovsky""?",Q2379240,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q2379240 wdt:P50 ?answer
}",1-hop,Q7200
836,"Which country's President was Nelson Mandela, voted the best Santa Claus of 1996?",Q8023,wdt:P27,"SELECT ?answer 
WHERE {
  wd:Q8023 wdt:P27 ?answer
}",1-hop,Q258
837,What is the name of the monetary unit of Bosnia and Herzegovina?,Q225,wdt:P38,"SELECT ?answer 
WHERE {
  wd:Q225 wdt:P38 ?answer
}",1-hop,Q179620
838,What Italian city was Niccolo Paganini born in?,Q66075,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q66075 wdt:P19 ?answer
}",1-hop,Q1449
839,Who discovered the law of universal gravitation?,Q134465,wdt:P138,"SELECT ?answer 
WHERE {
  wd:Q134465 wdt:P138 ?answer
}",1-hop,Q935
841,In what units is atmospheric pressure measured?,Q39552,wdt:P1880,"SELECT ?answer 
WHERE {
  wd:Q39552 wdt:P1880 ?answer
}",1-hop,Q44395
842,Which country hosts the annual Cannes international video festival?,Q4288454,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q4288454 wdt:P17 ?answer
}",1-hop,Q159
843,Where does the Potomac river flow?,Q179444,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q179444 wdt:P17 ?answer
}",1-hop,Q30
844,Which city is the capital of Bhutan?,Q917,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q917 wdt:P36 ?answer
}",1-hop,Q9270
845,"In which country is Raphael's painting ""the Sistine Madonna""located?",Q328079,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q328079 wdt:P17 ?answer
}",1-hop,Q183
846,What was Harry Potter's mother's name?,Q3244512,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q3244512 wdt:P25 ?answer
}",1-hop,Q754837
847,In which sport did Viktor Krovopuskov become an Olympic champion four times?,Q719353,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q719353 wdt:P641 ?answer
}",1-hop,Q12100
848,What river formed by the confluence of the rivers marañón and Ucayali?,Q200952,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q200952 wdt:P403 ?answer
}",1-hop,Q3783
849,Which country is the birthplace of goulash?,Q205762,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q205762 wdt:P17 ?answer
}",1-hop,Q28
850,The town in which the Soviet Union produced the KrAZ?,Q783036,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q783036 wdt:P159 ?answer
}",1-hop,Q156724
851,"Who made the film ""the First teacher""?",Q3225870,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q3225870 wdt:P57 ?answer
}",1-hop,Q55208
852,What was the name of the actress Mordyukova?,Q242138,wdt:P735,"SELECT ?answer 
WHERE {
  wd:Q242138 wdt:P735 ?answer
}",1-hop,Q4327225
853,Who did Crocodile Gena work at the zoo?,Q49352,wdt:P106,"SELECT ?answer 
WHERE {
  wd:Q49352 wdt:P106 ?answer
}",1-hop,Q25363
854,What word do Italians use to refer to all types of pasta?,Q20019,wdt:P279,"SELECT ?answer 
WHERE {
  wd:Q20019 wdt:P279 ?answer
}",1-hop,Q178
855,"Who played the main character in the movie ""Forrest Gump""?",Q3077690,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q3077690 wdt:P175 ?answer
}",1-hop,Q2263
856,What metal is necessarily present in any bronze?,Q34095,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q34095 wdt:P527 ?answer
}",1-hop,"Q753, Q1096"
858,What river has the tributaries of the Uruguay and Paraguay?,Q179396,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q179396 wdt:P403 ?answer
}",1-hop,Q127892
860,Where was top model Naomi Campbell born?,Q199369,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q199369 wdt:P19 ?answer
}",1-hop,Q146667
861,In what style is the Church of Christ the Saviour built?,Q194474,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q194474 wdt:P149 ?answer
}",1-hop,"Q966571, Q2026876"
862,Who of the ancient heroes defeated kamionsky pig and the Cretan Minotaur?,Q129866,wdt:P157,"SELECT ?answer 
WHERE {
  wd:Q129866 wdt:P157 ?answer
}",1-hop,Q1320718
863,What metal is the basis of any amalgam?,Q182574,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q182574 wdt:P527 ?answer
}",1-hop,Q925
864,In which city is the Anne Frank house Museum located?,Q165366,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q165366 wdt:P131 ?answer
}",1-hop,Q727
865,In what battle did Admiral Horatio Nelson die?,Q83235,wdt:P509,"SELECT ?answer 
WHERE {
  wd:Q83235 wdt:P509 ?answer
}",1-hop,Q171416
866,In what genre of literature is the David Gemmell prize awarded?,Q17017638,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q17017638 wdt:P136 ?answer
}",1-hop,Q2625243
1049,What country is the Letka-1 dance from?,Q1859644,wdt:P495,"SELECT ?answer 
WHERE {
  wd:Q1859644 wdt:P495 ?answer .
}",1-hop,Q33
2002,What was the name of Odysseus ' wife?,Q47231,wdt:P26,"SELECT ?answer
WHERE {
  wd:Q47231 wdt:P26 ?answer
}",1-hop,Q165769
